Timestamp for sample frequency every 1 min,Temperature (°C),Relative Humidity (%)
2025-09-11 01:35:00,13.8900,82.3700
2025-09-11 01:36:00,13.8925,82.3250
2025-09-11 01:37:00,13.8750,82.3100
2025-09-11 01:38:00,13.8600,82.4825
2025-09-11 01:39:00,13.8850,82.5225
2025-09-11 01:40:00,13.8825,82.3300
2025-09-11 01:41:00,13.8750,82.5775
2025-09-11 01:42:00,13.8750,82.4175
2025-09-11 01:43:00,13.8600,82.4475
2025-09-11 01:44:00,13.8750,82.4575
2025-09-11 01:45:00,13.8750,82.4250
2025-09-11 01:46:00,13.8625,82.5075
2025-09-11 01:47:00,13.8900,82.5650
2025-09-11 01:48:00,13.8800,82.5275
2025-09-11 01:49:00,13.9200,82.4725
2025-09-11 01:50:00,13.8900,82.3900
2025-09-11 01:51:00,13.8825,82.4250
2025-09-11 01:52:00,13.8850,82.4800
2025-09-11 01:53:00,13.9050,82.4800
2025-09-11 01:54:00,13.9025,82.3600
2025-09-11 01:55:00,13.8775,82.4025
2025-09-11 01:56:00,13.9025,82.4550
2025-09-11 01:57:00,13.8925,82.4625
2025-09-11 01:58:00,13.9025,82.3950
2025-09-11 01:59:00,13.8750,82.4500
2025-09-11 02:00:00,13.9050,82.4175
2025-09-11 02:01:00,13.8925,82.5150
2025-09-11 02:02:00,13.9175,82.4650
2025-09-11 02:03:00,13.8750,82.4825
2025-09-11 02:04:00,13.8800,82.5050
2025-09-11 02:05:00,13.8975,82.5725
2025-09-11 02:06:00,13.8900,82.5625
2025-09-11 02:07:00,13.9100,82.4175
2025-09-11 02:08:00,13.8975,82.6025
2025-09-11 02:09:00,13.9100,82.6350
2025-09-11 02:10:00,13.9050,82.5275
2025-09-11 02:11:00,14.0000,82.2250
2025-09-11 02:12:00,13.9550,82.3850
2025-09-11 02:13:00,13.9525,82.3225
2025-09-11 02:14:00,13.9450,82.3325
2025-09-11 02:15:00,13.9225,82.4025
2025-09-11 02:16:00,13.9025,82.5100
2025-09-11 02:17:00,13.9400,82.5700
2025-09-11 02:18:00,13.9200,82.3625
2025-09-11 02:19:00,13.9225,82.4450
2025-09-11 02:20:00,13.9225,82.3600
2025-09-11 02:21:00,13.9025,82.4575
2025-09-11 02:22:00,13.8800,82.3025
2025-09-11 02:23:00,13.9025,82.4750
